palabra,pinyin,sentido,traduccion,ejemplo,audio_url,score
可能,ke neng,probable, probable,Ejemplo de uso con 可能 - probable,https://translate.google.com/translate_tts?ie=UTF-8&q=可能&tl=zh&client=tw-ob,1997632
可能,ke neng,posibilidad, posibilidad,Ejemplo de uso con 可能 - posibilidad,https://translate.google.com/translate_tts?ie=UTF-8&q=可能&tl=zh&client=tw-ob,1997632
可能,ke neng,probabilidad, probabilidad,Ejemplo de uso con 可能 - probabilidad,https://translate.google.com/translate_tts?ie=UTF-8&q=可能&tl=zh&client=tw-ob,1997632
可能,ke neng,tal vez, tal vez,Ejemplo de uso con 可能 - tal vez,https://translate.google.com/translate_tts?ie=UTF-8&q=可能&tl=zh&client=tw-ob,1997632
可能,ke neng,tal vez, tal vez,Ejemplo de uso con 可能 - tal vez,https://translate.google.com/translate_tts?ie=UTF-8&q=可能&tl=zh&client=tw-ob,1997632
可能,ke neng,CL: 個 | 个 [GE4], CL: 個 | 个 [GE4],Ejemplo de uso con 可能 - CL: 個 | 个 [GE4],https://translate.google.com/translate_tts?ie=UTF-8&q=可能&tl=zh&client=tw-ob,1997632
后,hou,emperatriz,emperatriz,Ejemplo de uso con 后 - emperatriz,https://translate.google.com/translate_tts?ie=UTF-8&q=后&tl=zh&client=tw-ob,1996688
后,hou,reina, reina,Ejemplo de uso con 后 - reina,https://translate.google.com/translate_tts?ie=UTF-8&q=后&tl=zh&client=tw-ob,1996688
后,hou,(arcaico) monarca, (arcaico) monarca,Ejemplo de uso con 后 - (arcaico) monarca,https://translate.google.com/translate_tts?ie=UTF-8&q=后&tl=zh&client=tw-ob,1996688
后,hou,gobernante, gobernante,Ejemplo de uso con 后 - gobernante,https://translate.google.com/translate_tts?ie=UTF-8&q=后&tl=zh&client=tw-ob,1996688
才,cai,capacidad,capacidad,Ejemplo de uso con 才 - capacidad,https://translate.google.com/translate_tts?ie=UTF-8&q=才&tl=zh&client=tw-ob,1994940
才,cai,talento, talento,Ejemplo de uso con 才 - talento,https://translate.google.com/translate_tts?ie=UTF-8&q=才&tl=zh&client=tw-ob,1994940
才,cai,sb de cierto tipo, sb de cierto tipo,Ejemplo de uso con 才 - sb de cierto tipo,https://translate.google.com/translate_tts?ie=UTF-8&q=才&tl=zh&client=tw-ob,1994940
才,cai,un individuo capaz, un individuo capaz,Ejemplo de uso con 才 - un individuo capaz,https://translate.google.com/translate_tts?ie=UTF-8&q=才&tl=zh&client=tw-ob,1994940
才,cai,Entonces y solo entonces, Entonces y solo entonces,Ejemplo de uso con 才 - Entonces y solo entonces,https://translate.google.com/translate_tts?ie=UTF-8&q=才&tl=zh&client=tw-ob,1994940
才,cai,En este momento, En este momento,Ejemplo de uso con 才 - En este momento,https://translate.google.com/translate_tts?ie=UTF-8&q=才&tl=zh&client=tw-ob,1994940
才,cai,(antes de una expresión de cantidad) solo, (antes de una expresión de cantidad) solo,Ejemplo de uso con 才 - (antes de una expresión de cantidad) solo,https://translate.google.com/translate_tts?ie=UTF-8&q=才&tl=zh&client=tw-ob,1994940
性,xing,naturaleza,naturaleza,Ejemplo de uso con 性 - naturaleza,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,personaje, personaje,Ejemplo de uso con 性 - personaje,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,propiedad, propiedad,Ejemplo de uso con 性 - propiedad,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,calidad, calidad,Ejemplo de uso con 性 - calidad,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,atributo, atributo,Ejemplo de uso con 性 - atributo,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,sexualidad, sexualidad,Ejemplo de uso con 性 - sexualidad,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,sexo, sexo,Ejemplo de uso con 性 - sexo,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,género, género,Ejemplo de uso con 性 - género,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,sufijo formando adjetivo del verbo, sufijo formando adjetivo del verbo,Ejemplo de uso con 性 - sufijo formando adjetivo del verbo,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,"sufijo formando sustantivo del adjetivo, correspondiente a -ness o -ity"," sufijo formando sustantivo del adjetivo, correspondiente a -ness o -ity","Ejemplo de uso con 性 - sufijo formando sustantivo del adjetivo, correspondiente a -ness o -ity",https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,esencia, esencia,Ejemplo de uso con 性 - esencia,https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
性,xing,CL: 個 | 个 [GE4], CL: 個 | 个 [GE4],Ejemplo de uso con 性 - CL: 個 | 个 [GE4],https://translate.google.com/translate_tts?ie=UTF-8&q=性&tl=zh&client=tw-ob,1993968
或,huo,tal vez,tal vez,Ejemplo de uso con 或 - tal vez,https://translate.google.com/translate_tts?ie=UTF-8&q=或&tl=zh&client=tw-ob,1973550
或,huo,tal vez, tal vez,Ejemplo de uso con 或 - tal vez,https://translate.google.com/translate_tts?ie=UTF-8&q=或&tl=zh&client=tw-ob,1973550
或,huo,podría, podría,Ejemplo de uso con 或 - podría,https://translate.google.com/translate_tts?ie=UTF-8&q=或&tl=zh&client=tw-ob,1973550
或,huo,probablemente, probablemente,Ejemplo de uso con 或 - probablemente,https://translate.google.com/translate_tts?ie=UTF-8&q=或&tl=zh&client=tw-ob,1973550
或,huo,o, o,Ejemplo de uso con 或 - o,https://translate.google.com/translate_tts?ie=UTF-8&q=或&tl=zh&client=tw-ob,1973550
由,you,seguir,seguir,Ejemplo de uso con 由 - seguir,https://translate.google.com/translate_tts?ie=UTF-8&q=由&tl=zh&client=tw-ob,1955075
由,you,de, de,Ejemplo de uso con 由 - de,https://translate.google.com/translate_tts?ie=UTF-8&q=由&tl=zh&client=tw-ob,1955075
由,you,debido a, debido a,Ejemplo de uso con 由 - debido a,https://translate.google.com/translate_tts?ie=UTF-8&q=由&tl=zh&client=tw-ob,1955075
由,you,debido a, debido a,Ejemplo de uso con 由 - debido a,https://translate.google.com/translate_tts?ie=UTF-8&q=由&tl=zh&client=tw-ob,1955075
由,you,por, por,Ejemplo de uso con 由 - por,https://translate.google.com/translate_tts?ie=UTF-8&q=由&tl=zh&client=tw-ob,1955075
由,you,a través de, a través de,Ejemplo de uso con 由 - a través de,https://translate.google.com/translate_tts?ie=UTF-8&q=由&tl=zh&client=tw-ob,1955075
由,you,a través de, a través de,Ejemplo de uso con 由 - a través de,https://translate.google.com/translate_tts?ie=UTF-8&q=由&tl=zh&client=tw-ob,1955075
由,you,(antes de un sustantivo y un verbo) es para ... para ..., (antes de un sustantivo y un verbo) es para ... para ...,Ejemplo de uso con 由 - (antes de un sustantivo y un verbo) es para ... para ...,https://translate.google.com/translate_tts?ie=UTF-8&q=由&tl=zh&client=tw-ob,1955075
地方,di fang,área,área,Ejemplo de uso con 地方 - área,https://translate.google.com/translate_tts?ie=UTF-8&q=地方&tl=zh&client=tw-ob,1895076
地方,di fang,lugar, lugar,Ejemplo de uso con 地方 - lugar,https://translate.google.com/translate_tts?ie=UTF-8&q=地方&tl=zh&client=tw-ob,1895076
地方,di fang,espacio, espacio,Ejemplo de uso con 地方 - espacio,https://translate.google.com/translate_tts?ie=UTF-8&q=地方&tl=zh&client=tw-ob,1895076
地方,di fang,habitación, habitación,Ejemplo de uso con 地方 - habitación,https://translate.google.com/translate_tts?ie=UTF-8&q=地方&tl=zh&client=tw-ob,1895076
地方,di fang,territorio, territorio,Ejemplo de uso con 地方 - territorio,https://translate.google.com/translate_tts?ie=UTF-8&q=地方&tl=zh&client=tw-ob,1895076
地方,di fang,"Cl: 處 | 处 [chu4], 個 | 个 [GE4], 塊 | 块 [Kuai4]"," Cl: 處 | 处 [chu4], 個 | 个 [GE4], 塊 | 块 [Kuai4]","Ejemplo de uso con 地方 - Cl: 處 | 处 [chu4], 個 | 个 [GE4], 塊 | 块 [Kuai4]",https://translate.google.com/translate_tts?ie=UTF-8&q=地方&tl=zh&client=tw-ob,1895076
元,yuan,Unidad de divisas (especialmente yuan chino),Unidad de divisas (especialmente yuan chino),Ejemplo de uso con 元 - Unidad de divisas (especialmente yuan chino),https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,(forma unida) primero, (forma unida) primero,Ejemplo de uso con 元 - (forma unida) primero,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,original, original,Ejemplo de uso con 元 - original,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,primario, primario,Ejemplo de uso con 元 - primario,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,(forma unida) básico, (forma unida) básico,Ejemplo de uso con 元 - (forma unida) básico,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,fundamental, fundamental,Ejemplo de uso con 元 - fundamental,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,(forma unida) constituyente, (forma unida) constituyente,Ejemplo de uso con 元 - (forma unida) constituyente,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,parte, parte,Ejemplo de uso con 元 - parte,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,(prefijo) meta-, (prefijo) meta-,Ejemplo de uso con 元 - (prefijo) meta-,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,(Math.) Argumento, (Math.) Argumento,Ejemplo de uso con 元 - (Math.) Argumento,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,variable, variable,Ejemplo de uso con 元 - variable,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,era (de un reinado), era (de un reinado),Ejemplo de uso con 元 - era (de un reinado),https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
元,yuan,(Tw) (geología) eon, (Tw) (geología) eon,Ejemplo de uso con 元 - (Tw) (geología) eon,https://translate.google.com/translate_tts?ie=UTF-8&q=元&tl=zh&client=tw-ob,1845568
手,shou,mano,mano,Ejemplo de uso con 手 - mano,https://translate.google.com/translate_tts?ie=UTF-8&q=手&tl=zh&client=tw-ob,1821824
手,shou,(formal) para sostener, (formal) para sostener,Ejemplo de uso con 手 - (formal) para sostener,https://translate.google.com/translate_tts?ie=UTF-8&q=手&tl=zh&client=tw-ob,1821824
手,shou,persona dedicada a ciertos tipos de trabajo, persona dedicada a ciertos tipos de trabajo,Ejemplo de uso con 手 - persona dedicada a ciertos tipos de trabajo,https://translate.google.com/translate_tts?ie=UTF-8&q=手&tl=zh&client=tw-ob,1821824
手,shou,persona experta en ciertos tipos de trabajo, persona experta en ciertos tipos de trabajo,Ejemplo de uso con 手 - persona experta en ciertos tipos de trabajo,https://translate.google.com/translate_tts?ie=UTF-8&q=手&tl=zh&client=tw-ob,1821824
手,shou,personalmente), personalmente),Ejemplo de uso con 手 - personalmente),https://translate.google.com/translate_tts?ie=UTF-8&q=手&tl=zh&client=tw-ob,1821824
手,shou,conveniente, conveniente,Ejemplo de uso con 手 - conveniente,https://translate.google.com/translate_tts?ie=UTF-8&q=手&tl=zh&client=tw-ob,1821824
手,shou,clasificador para habilidad, clasificador para habilidad,Ejemplo de uso con 手 - clasificador para habilidad,https://translate.google.com/translate_tts?ie=UTF-8&q=手&tl=zh&client=tw-ob,1821824
手,shou,"Cl: 雙 | 双 [shuang1], 隻 | 只 [zhi1]"," Cl: 雙 | 双 [shuang1], 隻 | 只 [zhi1]","Ejemplo de uso con 手 - Cl: 雙 | 双 [shuang1], 隻 | 只 [zhi1]",https://translate.google.com/translate_tts?ie=UTF-8&q=手&tl=zh&client=tw-ob,1821824
做,zuo,hacer,hacer,Ejemplo de uso con 做 - hacer,https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,para producir, para producir,Ejemplo de uso con 做 - para producir,https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,escribir, escribir,Ejemplo de uso con 做 - escribir,https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,para componer, para componer,Ejemplo de uso con 做 - para componer,https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,hacer, hacer,Ejemplo de uso con 做 - hacer,https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,participar, participar,Ejemplo de uso con 做 - participar,https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,"para sostener (una fiesta, etc.)"," para sostener (una fiesta, etc.)","Ejemplo de uso con 做 - para sostener (una fiesta, etc.)",https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,"(de una persona) ser (un intermediario, un buen estudiante, etc.)"," (de una persona) ser (un intermediario, un buen estudiante, etc.)","Ejemplo de uso con 做 - (de una persona) ser (un intermediario, un buen estudiante, etc.)",https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,"convertirse (esposo y esposa, amigos, etc.)"," convertirse (esposo y esposa, amigos, etc.)","Ejemplo de uso con 做 - convertirse (esposo y esposa, amigos, etc.)",https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,(de una cosa) para servir como, (de una cosa) para servir como,Ejemplo de uso con 做 - (de una cosa) para servir como,https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,para ser utilizado para, para ser utilizado para,Ejemplo de uso con 做 - para ser utilizado para,https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
做,zuo,asumir (un aire o manera), asumir (un aire o manera),Ejemplo de uso con 做 - asumir (un aire o manera),https://translate.google.com/translate_tts?ie=UTF-8&q=做&tl=zh&client=tw-ob,1811916
行,xing,(forma unida) para caminar,(forma unida) para caminar,Ejemplo de uso con 行 - (forma unida) para caminar,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,ir, ir,Ejemplo de uso con 行 - ir,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,viajar, viajar,Ejemplo de uso con 行 - viajar,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,(literario) viaje, (literario) viaje,Ejemplo de uso con 行 - (literario) viaje,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,viaje, viaje,Ejemplo de uso con 行 - viaje,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,visita, visita,Ejemplo de uso con 行 - visita,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,(forma unida) temporal, (forma unida) temporal,Ejemplo de uso con 行 - (forma unida) temporal,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,improvisado, improvisado,Ejemplo de uso con 行 - improvisado,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,(forma unida) corriente, (forma unida) corriente,Ejemplo de uso con 行 - (forma unida) corriente,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,en circulación, en circulación,Ejemplo de uso con 行 - en circulación,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,(forma unida) para hacer, (forma unida) para hacer,Ejemplo de uso con 行 - (forma unida) para hacer,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,para realizar, para realizar,Ejemplo de uso con 行 - para realizar,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,capaz, capaz,Ejemplo de uso con 行 - capaz,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,competente, competente,Ejemplo de uso con 行 - competente,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,está bien, está bien,Ejemplo de uso con 行 - está bien,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,¡DE ACUERDO!, ¡DE ACUERDO!,Ejemplo de uso con 行 - ¡DE ACUERDO!,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,servirá, servirá,Ejemplo de uso con 行 - servirá,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,comportamiento, comportamiento,Ejemplo de uso con 行 - comportamiento,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,conducta (Taiwán Pr. [Xing4]), conducta (Taiwán Pr. [Xing4]),Ejemplo de uso con 行 - conducta (Taiwán Pr. [Xing4]),https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,(literario) a punto de, (literario) a punto de,Ejemplo de uso con 行 - (literario) a punto de,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
行,xing,pronto, pronto,Ejemplo de uso con 行 - pronto,https://translate.google.com/translate_tts?ie=UTF-8&q=行&tl=zh&client=tw-ob,1792368
那,na,(arcaico) muchos,(arcaico) muchos,Ejemplo de uso con 那 - (arcaico) muchos,https://translate.google.com/translate_tts?ie=UTF-8&q=那&tl=zh&client=tw-ob,1784800
那,na,hermoso, hermoso,Ejemplo de uso con 那 - hermoso,https://translate.google.com/translate_tts?ie=UTF-8&q=那&tl=zh&client=tw-ob,1784800
